place_name,latitude,longitude
Post Office-Nacharam,17.42779047,78.56065214
Chadarghat,17.38224338,78.49324957
Begum Bazar,17.3714052,78.46866457
Jummerath Bazar,17.370926,78.463016
Puranapool,17.36911162,78.45862628
Jiyaguda Hyd Bus Stop,17.36986162,78.44848316
Jiyaguda Hanuman Temple,17.37,78.442
Toli Masjid,17.37505941,78.43775064
Langar House Ring Road,17.37672073,78.42921317
Langar House Ring Road,17.37681096,78.42951693
Toli Masjid,17.3750799,78.43776807
Puranapool,17.369,78.459
New Maruti Nagar,17.37702151,78.54367912
Satya Nagar,17.38101487,78.54505777
Extension,17.32992007,78.40938089
Budwel,17.33083189,78.40673625
Kismatpur-Gandipet,17.3344343,78.39130261
Abhiyudaya Nagar,17.34724417,78.38084472
Langar House,17.374278,78.417719
Telephone Bhavan,17.40712214,78.46616059
Bible House,17.43000156,78.49251327
Kismatpur-Gandipet,17.33434477,78.39138869
Nayapul,17.371368,78.477861
Mother Dairy,17.33597317,78.61418903
Kuntloor,17.341,78.626
Kuntloor,17.34,78.626
Mother Dairy,17.33586561,78.61415416
Yadagiri Theater,17.34634261,78.50822563
Drdo Township,17.32689981,78.51278015
Dhatunagar Kanchanbagh,17.32513808,78.51431457
Midhani Township,17.32382672,78.51541423
Balapur X Rds,17.31913284,78.51961967
Lenin Nagar,17.31598202,78.52264655
Udyog Nagar,17.313,78.523
Gandhi Nagar Badangpet,17.2939886,78.53485468
Sri Nilaya Township,17.28903056,78.53620644
Mvsr College,17.28191583,78.5373973
Nadargul,17.274,78.539
Rice Mill,17.26706592,78.53929637
Chanakyapuri Adibatla,17.24283167,78.54000718
New Maruti Nagar,17.37708037,78.54368985
Maruti Nagar,17.37345312,78.54139386
Saroor Nagar,17.35470387,78.53200883
Kuntloor Harijanawad,17.35,78.625
Kuntlur Rajiv Gruhakalpa,17.356,78.636
Indukuri Apartments,17.34852012,78.64465171
Double Bedroom X Road,17.362313,78.65162
Thimmaiguda Double Bedroom,17.36518439,78.65056362
Kuntloor Harijanawad,17.35,78.625
Kuntloor Y Junction,17.34526195,78.63187283
Pasumamula,17.35079711,78.64895851
Pasumamula,17.35067413,78.64891292
Kuntloor Y Junction,17.34519544,78.63185138
Indukuri Apartments,17.34861549,78.64460477
Maruti Nagar,17.3737731,78.54133217
Amul Diary,17.3525026,78.66086584
Tharamathipet X Roads,17.3550674,78.67190748
Tharamathipet,17.35644489,78.6774087
Gowrelly,17.366,78.673
Bacharam X Rds,17.372,78.687
Bacharam,17.395,78.69
Bacharam X Rds,17.372,78.687
Gowrelly,17.367,78.673
Tharamathipet,17.35636668,78.67728263
Amul Diary,17.35255004,78.66069601
Mile Stone,17.35508788,78.67206574
Kachiguda Depot,17.38681039,78.49883625
Khairatabad Metro Station,17.41416544,78.45863971
Mythrivanam,17.44004554,78.44236414
Kukatpally Village,17.48385396,78.41241718
Nizampet X Road,17.498276,78.390314
Chanda Nagar,17.494893,78.323144
James Street,17.43550102,78.48843192
Paradise,17.44166021,78.48756194
Minerva,17.44102552,78.49307925
Laskarguda,17.298,78.691
Surmaiguda,17.29276953,78.69027257
Majeedpur,17.28769885,78.69373793
Anajpur,17.27014974,78.69371651
Majeedpur,17.28767832,78.69345897
Surmaiguda,17.29273906,78.69021892
Laskarguda,17.29693877,78.69102895
Anajpur Pati,17.26698556,78.69741864
Anajpur,17.27030891,78.69376752
Bheem Nagar Jiyaguda,17.369221,78.45413758
Bheem Nagar Jiyaguda,17.36926677,78.45402729
Minerva,17.44091556,78.49297731
Paradise,17.44113574,78.48784894
James Street,17.43562634,78.48857313
Thorrur X Road,17.32908054,78.59617397
Hayath Nagar Village,17.323,78.603
Munaganur X Roads,17.31609854,78.6019367
Munaganoor Hayathnagar,17.3011028,78.60900164
Thorrur-Hyd,17.289,78.613
Brahmanapally,17.2682374,78.61722227
Thorrur-Hyd,17.289,78.613
Munaganoor Hayathnagar,17.301,78.609
Munaganur X Roads,17.31638533,78.60159338
Hayath Nagar Village,17.323,78.602
Dommari Pochampally,17.59146155,78.41813897
Dundigal,17.60706823,78.41629464
Gandimaisamma,17.57506286,78.42333907
Bahadur Pally X Road,17.55997035,78.43108804
Suraram X Road,17.541284,78.433879
Sai Baba Nagar,17.535778,78.434947
Jeedimetla,17.52668,78.440339
Sub Station-Jeedimetla,17.522705,78.443744
Rythu Bazar,17.51763312,78.44675481
Shapur Nagar,17.51331291,78.44747633
Gajularam X Road,17.509412,78.448168
Quthubullapur X Road,17.49909562,78.45181346
Hmt,17.5028406,78.45047493
Chintal,17.495457,78.452336
Ganesh Nagar Chintal,17.491376,78.45136
Idpl Colony,17.487433,78.45032752
Idpl Water Tank,17.48115737,78.44912856
Balnagar,17.46697099,78.44626129
Balnagar,17.467078,78.445087
Prashanth Nagar Bus Station,17.47378188,78.4269762
Telangana High Court,17.36853816,78.47386658
Jahangir Nagar Colony,17.33978297,78.55693997
Mile Stone,17.33760669,78.55836958
Venkataramana Colony,17.3334836,78.55804562
Fci Colony,17.33254994,78.56157481
Lb Nagar,17.34370533,78.55552912
Saroor Nagar,17.35469939,78.53205241
Mile Stone,18.31318979,79.47100064
Jail Saidabad,17.3661,78.4973
Dabirpura Daewaza,17.3679,78.4856
Saraswathi Nagar,17.3583,78.5192
Mile Stone,17.35934636,78.51992758
Bairagiguda,17.37029937,78.37494135
Mettuguda,17.43659867,78.51987954
New Bridge,17.439543,78.525307
Mirjalguda,17.44225932,78.53248224
Sairam Theatre Malkajgiri,17.44617406,78.535548
Malkajgiri,17.45001225,78.5357143
Anutex,17.45029627,78.53239238
Vani Nagar Malkajgiri,17.452,78.533
Rk Nagar,17.45533455,78.5354769
Anand Bagh X Roads,17.45884993,78.53639959
Safilguda,17.46107348,78.53560556
Krupa Complex Bus Stop Hyd_D,17.46512564,78.53857554
Vinayak Nagar X Rd Safilguda,17.46927879,78.53903353
Neredmet,17.474,78.538
Vajpayee Nagar,17.47787006,78.53738129
Neredmet X Road,17.48219394,78.53728909
Vayupuri Sainikpuri,17.483529,78.544791
Sainikpuri,17.48371422,78.55002422
Sharada Theater,17.48160906,78.55461718
As Rao Nagar,17.479608,78.558052
Radhika,17.47750414,78.56307022
"Kamla Nagar, As Rao Nagar",17.47636821,78.56751591
City College,17.36789,78.467936
Police Quarters Puranapool,17.36724956,78.46295502
Puranapool,17.36491904,78.45708534
Bahadurpura,17.356,78.455
Zoo Park,17.35073566,78.45249742
Tadbund,17.34519987,78.45080764
Miralam Tank,17.34087499,78.45054088
Danamma Jhopdi,17.33674801,78.44937768
Hasan Nagar,17.33476408,78.44178468
Lb Nagar,17.34370533,78.55552912
Brilliant Engg College,17.30832443,78.70123209
Batasingaram Village,17.30168705,78.7264019
Netaji Institute Of Engineering And Technology,17.307,78.767
Narayanagiri  X Road,17.328,78.785
Jalalpur,17.332,78.801
Pochampally,17.34851364,78.82081295
Jalalpur-Narayanpet,16.722989,77.436724
Pochampally Model School,17.331,78.781
Nfc X Roads,17.44849446,78.57533866
Mile Stone,18.117315,78.035147
Play Ground-Hb Clny,17.45224607,78.56628015
Amberpet,17.39120989,78.51627231
Gayatri Nagar,17.33380198,78.53206515
Karmanghat,17.34516979,78.53189349
Mgbs,17.366,78.476
Revan Palle,17.357,78.831
Gouse Konda,17.375,78.834
Rajendranagar,17.32201353,78.4016937
Rajendranagar,17.32984325,78.40913414
Budvel,17.33311067,78.40949357
Chintalmet,17.35219033,78.42212078
Mm Pahadi,17.351,78.429
Pahadi 9 Number,17.35594296,78.43426108
Ram Bagh,17.36158516,78.43550552
Kishanbagh,17.35927874,78.44402432
Jalwa Hotel,17.35825344,78.4482944
Bahadurpura,17.35641337,78.45452282
Puranapool,17.36662429,78.4582169
Police Quarters Puranapool,17.36735047,78.46306801
City College,17.36805561,78.46814543
Jalwa Hotel,17.35819593,78.44830511
Kishanbagh,17.35907651,78.44310164
Ram Bagh,17.3615545,78.43581143
Chintalmet,17.35206961,78.42208862
Dairy Farm Upperpally,17.34501874,78.41561235
Gouse Konda,17.375,78.834
Revan Palle,17.357,78.831
Jalalpur,17.33199433,78.80100858
Narayanagiri  X Road,17.327863,78.78502295
Netaji Institute Of Engineering And Technology,17.30672114,78.76707898
Bata Singaram,17.30158969,78.72656282
Brilliant Engg College,17.308,78.701
Sahara Estate,17.34784316,78.56923959
Ramanthapur Tv Studio,17.39656449,78.52994621
Police Line-Amberpet,17.38641187,78.51667329
Raithu Bazar-Vsp,17.3303,78.5755
Moghal College,17.31442381,78.46194028
Jayashankar Agriculture University,17.31981404,78.41827244
Budwel,17.33075764,78.40723526
Moghal College,17.31457241,78.46201927
Nppti,17.3368078,78.41185927
Ag College,17.31456034,78.42469833
Police Line-Amberpet,17.38664349,78.5165593
Mamatha Nagar,17.38039016,78.55801687
Sujata Hotel,17.3743591,78.5605029
Sai Nagar,17.36703452,78.56199726
Ramkrishnapuram,17.36800403,78.54993504
Vivekananda Nagar,17.36318534,78.53058726
Koti,17.38467001,78.48439474
Nagarjuna Circle,17.42710469,78.44481289
Tv9 Office,17.42685389,78.4397167
Lv Prasad Eye Hospital,17.4235,78.4274
Annapurna Studio,17.42347815,78.4249565
Jubilee Hills Checkpost,17.42761122,78.4141981
Ushakiran Movies,17.4299656,78.4108776
Peddamma Temple,17.43178261,78.406865
Kondapur,17.464,78.367
Cr Foundation Rd,17.473514,78.364022
Hafeezpet,17.47829446,78.36174511
Allwyn X Road,17.49196355,78.35304111
Hafeezpet,17.47951248,78.36128353
Cr Foundation Rd,17.473431,78.364314
Peddamma Temple,17.43159835,78.40720026
Ushakiran Movies,17.43016546,78.41104924
Jubilee Hills Checkpost,17.42771378,78.41647799
Jubilee Hills Checkpost,17.42613545,78.41828141
Annapurna Studio,17.42368171,78.42489614
Lv Prasad Eye Hospital,17.424,78.428
Tv9 Office,17.42656733,78.43837021
Nagarjuna Circle,17.42725313,78.44500623
Suraram Clny,17.54025678,78.43840113
Jambagh,17.383115,78.478306
Maithrivanam,17.43704545,78.44278514
State Home,17.43644515,78.43953699
Yousufguda Basti,17.43648866,78.43367367
Yousufguda Check Post,17.43645972,78.42808905
Rahamath Nagar Yusufgudda,17.43998191,78.42403248
Karmika-Nagar,17.44450697,78.42415586
Sri Ram Nagar Yusufguda,17.44926892,78.42294484
Kalyan Nagar,17.45079811,78.42282079
Mothinagar X Road,17.45409536,78.42225954
Borabanda,17.45417276,78.41627687
Mothinagar X Road,17.45428918,78.42231687
Sri Ram Nagar Yusufguda,17.4492677,78.42296366
Rahamath Nagar Yusufgudda,17.43989714,78.4241116
Yousufguda Check Post,17.43740634,78.42825729
Yousufguda Basti,17.43678,78.432168
Bright School,17.4339399,78.43664255
Srinagar Colony,17.43023175,78.43897372
Shanti Nagar-Pedda Amberpet,17.32463809,78.65205914
Mile Stone,17.43939323,78.31485994
Tellapur,17.46267772,78.28747988
Osman Nagar,17.44185474,78.272084
Kollur Double Bed Room,17.43432886,78.25696036
Darga,17.41549151,78.39420498
Almas Hotel,17.4328984,78.32119631
City Civil Court,17.36806393,78.47981304
Upparpally,17.35904509,78.42081929
Hyderguda,17.36347971,78.42355011
Huda Colony,17.36240047,78.43328894
Gowlipura,17.3488925,78.47876129
Railway Bridge Twd Lalitabagh,17.34534146,78.48695512
Care Hospital-Gachibowli,17.43092017,78.3723289
Aramghar,17.32219789,78.43161371
Sathamrai,17.27480234,78.40089024
Gagan Pahad,17.2929198,78.41715912
Saidabad Police Station,17.36377663,78.50250721
Sbi Colony Twd Saidabadcolony,17.361258,78.513002
Saidabad Colony,17.358963,78.509521
Medipally,17.41003475,78.60356212
Uppal Depot,17.40539205,78.58949527
Ramanthapur,17.39721716,78.53158236
Tilak Nagar,17.39411245,78.50860927
Barkatpura,17.395,78.498
Narayanaguda,17.40025784,78.49007115
Himayath Nagar,17.4024756,78.4832798
In Bar,17.4052257,78.48002493
Liberty,17.40641195,78.47793146
In Bar,17.40534631,78.48002762
Himayath Nagar,17.40338295,78.48251937
Narayanaguda,17.40017465,78.49059686
Ali Cafe,17.38251985,78.51804794
Boduppal Kaman,17.404896,78.587278
Uppal Depot,17.40545704,78.58914996
Medipally,17.41,78.603
Sriram Colony,17.29309494,78.4418115
Madhuban Colony Laxmiguda,17.30100554,78.43725984
Kedia Biscuit Factory,17.30785306,78.43231916
Katedan,17.31212018,78.43849892
Aramghar,17.32265368,78.43287438
National Police Academy,17.33250641,78.4391132
Hasan Nagar,17.3348703,78.44177931
Danamma Jhopdi,17.33688596,78.44939075
Miralam Tank,17.3409684,78.45040806
Tadbund,17.34529812,78.45073521
Zoo Park,17.352375,78.45267
Durga Nagar-Aramghar,17.31401416,78.44341546
Katedan,17.31190412,78.43841318
Ambedkar Nagar,17.269147,78.544883
Yadagiri Theater,17.34678259,78.50819345
Rice Mill,17.26709153,78.53919981
Mile Stone,17.23983842,78.57222169
Kaman Twd Sai Balaji Homes,17.30598458,78.51607755
Srisai Balaji Homes,17.29985,78.51558
Kaman Twd Badangpet,17.30611176,78.51615428
Ramdev Guda,17.37543495,78.39647448
Golconda Fort Bus Station,17.38525366,78.40313673
Kongara Kalan Village,17.19993927,78.55056441
Wonderla,17.21253235,78.52659347
Wonderla,17.21685092,78.52769767
Rr Collectorate,17.18935934,78.53086987
Kurmalguda-Nadargul,17.26719405,78.51905912
Mile Stone,17.272,78.508
Kurmalguda-Nadargul,17.26720423,78.51915032
Sardar Nagar,17.2318726,78.47358227
Bjp Quarters,17.32577368,78.51969615
Bjp Quarters,17.32578483,78.51986913
Pahadi Shareef,17.2717018,78.47342939
Sachivalaya Nagar,17.32890131,78.57178532
Kendriya Vidyalaya-Odf,17.49482615,78.13433111
Ordinance Factory,17.50680292,78.13607991
Ordinance Factory,17.50702942,78.1363602
Kendriya Vidyalaya-Odf,17.49440164,78.13440621
Hyder Nagar,17.49954,78.383844
Mangalpalle-Ibrahimpatnam,17.20893515,78.59507024
Mile Stone,17.18676113,78.64904165
Times School Twd Sharadadhamam,17.34149923,78.39221233
Sharadadamam,17.34540789,78.39179367
Bandlaguda Jagir,17.35122461,78.38988122
Shanthi Nagar Bandlaguda Jagir,17.36326852,78.39085624
Hydershakoti,17.36868661,78.39505792
Hydershakoti,17.36872779,78.39324211
Shanthi Nagar Bandlaguda Jagir,17.36323402,78.39087367
Bandlaguda Jagir,17.351,78.39
Sharadadamam,17.34543605,78.39183391
Mile Stone,17.34149389,78.39223757
Boats Club,17.428567,78.488812
Karmika-Nagar,17.44425993,78.42411296
Kalyan Nagar,17.4510559,78.42287511
Gunthapalle,17.282,78.705
Avanthi Engg Clg,17.28233601,78.70823001
Mazidpur Village,17.28155748,78.7128353
Mile Stone,17.26840805,78.72178315
Narrepalle,17.25999149,78.73468995
Dandumailaram,17.23092463,78.76094207
Dandumailaram,17.23100148,78.76091393
Narrepalle,17.25978173,78.73451824
Kuberapuri Twd Abdullapur Mettu,17.26833633,78.72156858
Mazidpur Hayathnagar,17.28149083,78.71279775
Avanthi Engg Clg,17.28243004,78.70812735
Gunthapalle,17.282,78.705
Errakunta Hyd Bus Stop,17.30363354,78.47462497
Pahadi Shareef,17.27241222,78.47312726
Omer Colony,17.26913802,78.46621424
Mamidipally,17.24935075,78.45098735
Sri Sai Dharmagiri Kshetram,17.25924602,78.41821343
Rgi Airport,17.24078484,78.42925069
Chintapatla,17.00951217,78.68664891
Thammaloniguda X Road,16.98679494,78.711171
Mall Bs,16.96738443,78.72971714
Mile Stone,17.18077,78.6518687
Cherlapatelguda X Road,17.1804832,78.63693953
Rajamahendra College,17.17495816,78.63586663
Cherlapatelguda,17.16795186,78.6338228
Karnamguda,17.17527591,78.62324939
Pocharam-Ibrahimpatnam,17.17801276,78.60051513
Metilla,17.164,78.594
Yeliminedu,17.14404032,78.59487174
Timmapur X Roads,17.143,78.589
Madhapur-Kandukur,17.12817964,78.58152509
Middle Tank Band,17.42345795,78.48591775
Shamshabad,17.26204565,78.38824242
Sri Sai Dharmagiri Kshetram,17.25931006,78.41830194
Mamidipally,17.25,78.451
Pahadi Shareef,17.27239468,78.47308739
Middle Tank Band,17.42226794,78.48501921
Shamshabad,17.26165632,78.38798761
Kishanguda,17.25431025,78.38055784
Gandiguda,17.23030731,78.35262261
Gansimiya-Guda,17.22581374,78.34732537
Peddashapur,17.217,78.341
Madanpally,17.19884808,78.322419
Palmakole,17.18551835,78.30608233
Thimmapur-Kothur,17.1678494,78.29838582
Kothur-Shadnagar,17.14739276,78.28882635
Natco,17.13598713,78.28579272
Rangapur-Kothur,17.12093577,78.29180087
Mekaguda-Kothur,17.10782758,78.29502251
Satyahousing-Kothur,17.10287356,78.29603076
Inmul Narwa,17.08408652,78.29927897
Jp Dargha,17.0683233,78.30250022
Madhapur-Kandukur,17.12833343,78.5814017
Timmapur X Roads,17.14288954,78.58937323
Yeliminedu,17.14406083,78.59475373
Metilla,17.16403602,78.59383107
Uppariguda-Ibrahimpatnam,17.19038438,78.61372769
Pocharam-Ibrahimpatnam,17.17814601,78.60064387
Mile Stone,17.14668024,78.59807431
Jabbarguda,17.14799762,78.58390687
Timmapur-Kandukur,17.13047124,78.55772853
Begumpet-Kandukur,17.10805192,78.55358183
Timmapur-Kandukur,17.13007668,78.55670393
Jp Dargha,17.0676464,78.30214351
Inmul Narwa,17.08429414,78.29920922
Satyahousing-Kothur,17.10298377,78.29595298
Mekaguda-Kothur,17.10773406,78.29480772
Rangapur-Kothur,17.12100761,78.29173396
Natco,17.13601532,78.28570151
Kothur-Shadnagar,17.15,78.29
Thimmapur-Kothur,17.16800056,78.29830131
Palmakole,17.18557345,78.30595756
Madanpally,17.19896062,78.32239419
Peddashapur,17.219,78.342
Gansimiya-Guda,17.22592645,78.34713223
Gandiguda,17.23,78.352
Kishanguda,17.25307542,78.3790344
Afzalgunj,17.374,78.476
Abdullahpur Village,17.32044605,78.69236447
Kawadipalle,17.33459559,78.69735896
Taramathi X Road,17.34376682,78.69695668
Saddu Pally Village,17.37012533,78.69874299
Bandaraviryal,17.38886655,78.71834323
Chinna Ravirala,17.38317069,78.72472018
Guvvaleti X Roads,17.3773594,78.73352587
Pillai Palle,17.37517593,78.73866499
Jagathpally X Roads,17.36957748,78.75455975
Jagatthpalle,17.35791935,78.7652457
Peddagudem-Pochampally,17.38043113,78.76934409
Julur Temple,17.38900351,78.78408283
Alinagar Juloor,17.38354889,78.78027675
Peddagudem-Pochampally,17.380528,78.76944071
Jagatthpalle,17.35810616,78.76537433
Jagathpally X Roads,17.36967507,78.75441894
Pillai Palle,17.3751298,78.73859793
Guvvaleti X Roads,17.3773594,78.73335958
Bandaraviryal,17.38885766,78.71840358
Saddu Pally Village,17.37015601,78.69888782
Taramathi X Road,17.34381802,78.69721416
Kawadipalle,17.33458558,78.69728118
Abdullapurmet,17.32039503,78.69253646
Jnnurm Colony,17.31875391,78.67620036
Jnnurm Colony,17.322,78.678
Tarnaka,17.424928,78.535651
Koheda Village,17.28180832,78.63586664
Koheda Village,17.28178271,78.63578081
Thorrur X Road,17.3283841,78.59663129
Langar House,17.374015,78.417593
Mangalpalle-Ibrahimpatnam,17.209,78.595
Saheb Guda X Roads,17.20640375,78.57445478
Saheb Guda X Roads,17.20650624,78.57449232
Turkaguda-Ibrahimpatnam,17.153,78.619
Kappapahad,17.142,78.616
Kappapahad,17.142,78.616
Turkaguda-Ibrahimpatnam,17.15288259,78.61898482
Rajamahendra College,17.17507091,78.63560916
Cherlapatelguda X Road,17.18056761,78.63688588
Y M Thanda Twd Kothapet,17.05362543,78.30508594
Enugu Tanda,17.04561668,78.3164009
Siddapur-Kothur,17.05603106,78.351928
Enugu Tanda,17.04529634,78.31639946
Y M Thanda Twd Afzalgunj,17.05348442,78.30502951
Shaheen Nagar,17.29593044,78.47764079
Shaheen Nagar,17.29589459,78.47784564
Errakunta Hyd Bus Stop,17.30364282,78.47455326
Pigilipur,17.31549436,78.74361635
Pedda Amberpet Checkpost,17.32004189,78.64167363
Gandicheruvu X Rds,17.30956125,78.64757449
Upparguda,17.29461364,78.64834427
Koheda Fruit Market,17.28019138,78.65167652
Umar Khan Guda,17.27214782,78.66941572
Sanghi Temple (Sanghi Nagar),17.27070297,78.67703051
Anajpur X Road,17.27149184,78.68693591
Anajpur X Road,17.27127669,78.68703246
Sanghi Temple (Sanghi Nagar),17.27067734,78.67718339
Umar Khan Guda,17.27203483,78.66927087
Koheda Fruit Market,17.27983112,78.65154148
Upparguda,17.29462645,78.64826381
Gandicheruvu X Rds,17.309551,78.64753694
Pedda Amberpet,17.32,78.638
Koheda X Road-Thorrur,17.28293267,78.64219112
Vinobha Nagar,17.20651136,78.66754353
National Security Guard (Nsg),17.21197126,78.67485791
Naganpalle-Ibrahimpatnam,17.21677767,78.68929356
Zphs Nagan Pally,17.216,78.694
Polkampally-Ibrahimpatnam,17.223,78.708
Manyaguda-Ibrahimpatnam,17.22417409,78.71634364
Polkampally-Ibrahimpatnam,17.22298279,78.70811731
National Security Guard (Nsg),17.21210192,78.67506981
Vinobha Nagar,17.206373,78.66740942
Raipole-Ibp,17.204,78.715
Thallapalliguda-Manchal,17.187,78.737
Muknoor-Ibrahimpatnam,17.2060143,78.75105545
Gold Coast,17.26308045,78.76202701
Mukthapur,17.35866312,78.80922318
Juloor,17.38607274,78.78483656
Rudra Velly Bibinagar,17.409,78.786
Raghavapur-Bibinagar,17.42231401,78.7907213
Raheem Khan Guda,17.45080546,78.7946266
Bibinagar X Road,17.47241547,78.79086882
Gudur Toll,17.4855961,78.82136823
Pagidipally,17.49398901,78.83590713
Anantharam (Bngr),17.49826668,78.84167258
Bhuvanagiri Bs,17.5162314,78.88670419
Raigiri X Road,17.53940909,78.94088745
Raigiri Railway Station,17.548,78.938
Yadagirigutta Bs,17.583,78.946
Yadagirigutta New Bs,17.59718431,78.9426738
Gadda Mallaiguda,17.098,78.686
Rangapur-Manchal,17.09070374,78.71402889
Bugga Tanda X Road,17.07759473,78.74257559
Yellamma Thanda-Manchal,17.06954379,78.75257492
Bodakonda Penikarla,17.06130795,78.77688649
Kurravni Thanda,17.06028219,78.79199268
Sathi Thanda-Manchal,17.05596149,78.80198658
Amboth Thanda,17.05022507,78.8161808
Loyapalle-Manchal,17.04085493,78.83094907
Khudabaksh Palle,17.031,78.838
Elgapally X Roads,17.02489315,78.83717194
Shivanaguda-Marriguda,17.00346688,78.88718689
Elgapally X Roads,17.02477517,78.83709668
Khudabaksh Palle,17.031,78.838
Loyapalle-Manchal,17.04066003,78.83097053
Amboth Thanda,17.05026608,78.81598771
Sathi Thanda-Manchal,17.05591277,78.80221188
Kurravni Thanda,17.06006167,78.79215359
Bodakonda Penikarla,17.06124377,78.77688912
Yellamma Thanda-Manchal,17.06933866,78.75262856
Bugga Tanda X Road,17.07751272,78.74244687
Rangapur-Manchal,17.09077809,78.7139833
Gadda Mallaiguda,17.098,78.686
Sarampet-Marriguda,16.99332452,78.89858902
Indurthi-Marriguda,17.00510486,78.90577857
Kottala-Marriguda,17.01491577,78.91901683
Namapur-Marriguda,17.024496,78.927929
Kottala-Marriguda,17.01531925,78.91992949
Indurthi-Marriguda,17.00509027,78.90587391
Sarampet-Marriguda,16.98998468,78.89451202
Ibp Manchal Road,17.19313255,78.64666656
Arkedia,17.17681342,78.66606296
Seetharampet-Ibrahimpatnam,17.17119622,78.67718339
Nomula-Manchal,17.16725994,78.68915141
Lingampalle-Manchal,17.1656198,78.70117844
Manchal,17.16094532,78.72066737
Mro Office Manchal,17.16,78.727
Chandkhanguda,17.13331129,78.72980297
Arutla-Manchal,17.134,78.759
Mro Office Manchal,17.15991251,78.7270537
Manchal,17.16078642,78.72062445
Lingampalle-Manchal,17.16544041,78.70147884
Nomula-Manchal,17.16724969,78.6890763
Seetharampet-Ibrahimpatnam,17.171,78.677
Arkedia,17.17677241,78.66589663
Mile Stone,17.18891869,78.59758615
Jabbarguda,17.15192406,78.59256507
Jabbarguda,17.15173952,78.59267235
Mile Stone,17.18889837,78.5974999
Pethulla,17.101,78.627
Darmannaguda-Yacharam,17.08641964,78.62611413
Tulekhurd/Chinthulla-Yacharam,17.0834507,78.61334681
Konala Gudem-Kandukur,17.09988948,78.59621286
Konala Gudem-Kandukur,17.10401177,78.59059108
Gummadavalle-Kandukur,17.09422894,78.57980843
Akulamailavaram,17.066,78.574
Akulamailavaram,17.06613492,78.57397601
Gummadavalle-Kandukur,17.09429044,78.58010084
Konala Gudem-Kandukur,17.09988179,78.59591782
Tulekhurd/Chinthulla-Yacharam,17.08345583,78.61323416
Pethulla,17.10123795,78.62703681
Nfc North Gate,17.45714985,78.57893407
Esi Hospital Nacharam,17.43082557,78.55339944
Palgutta-Chevella,17.288,78.174
Kandawada,17.27697542,78.17609846
Deshmukhi,17.33423261,78.73105287
Deshmukhi,17.33404818,78.73090267
Yenkepalle X Roads,17.33737627,78.31339538
Yenkepalle-Moinabad,17.324,78.312
Bakaram Jagir-Moinabad,17.2897911,78.31309365
Bakaram Jagir-Moinabad,17.28976293,78.31295817
Yenkepalle-Moinabad,17.32408248,78.31170022
Shamagadda,17.13767367,78.52007568
Lemoor,17.13828561,78.51529665
Agarmiyaguda,17.14673663,78.52731228
Karnamguda,17.17533742,78.62307788
Cherlapatelguda,17.16797236,78.63368332
Malkeezguda-Yacharam,17.01604608,78.6569944
Nakkarta Medipally,17.00094793,78.64761467
Nanaknagar-Yacharam,16.992,78.626
Pilli Pally-Yacharam,17.0051903,78.6041522
Thatiparthy-Yacharam,17.003,78.597
Pilli Pally-Yacharam,17.005,78.604
Nanaknagar-Yacharam,16.99211379,78.6262536
Nakkarta Medipally,17.00149289,78.64751869
Malkeezguda-Yacharam,17.01610638,78.65702123
Nandiwanaparthy-Yacharam,17.04598376,78.63464355
Ayyavariguda-Yacharam,17.04924569,78.61525639
Nazdik Singaram-Yacharam,17.04007533,78.60774636
Meerkhanpet,17.046,78.573
Peddamma Gudi-Kandukur,17.05004056,78.54878336
Begarikancha X Roads,17.05069979,78.54100764
Sarvaravulapalle X Road-Kandukur,17.05092012,78.53900135
Ntr Thanda-Kandukur,17.053,78.517
Debbadaguda,17.04691463,78.49540487
Kandukur (Klky),17.06363632,78.48701416
Kandukur X Roads,17.073,78.474
Kandukur (Klky),17.06392322,78.48704697
Ntr Thanda-Kandukur,17.0531126,78.5171628
Thimmaipally,17.06533864,78.51792309
Begarikancha X Roads,17.051,78.541
Peddamma Gudi-Kandukur,17.05,78.549
Meerkhanpet,17.04627097,78.57309222
Nazdik Singaram-Yacharam,17.03994198,78.60768735
Ayyavariguda-Yacharam,17.04936625,78.61517591
Nandiwanaparthy-Yacharam,17.046,78.635
Chennareddyguda,17.10345888,78.77543632
Chennareddyguda,17.09341343,78.77676845
Bandalemoor,17.09130622,78.79529986
Ajjina Thanda,17.08088419,78.79865797
Bandalemoor,17.09127553,78.79516843
Chennareddyguda,17.10335292,78.7753576
Bugga Tanda,17.10327354,78.7430048
Asmatpur-Manchal,17.12510403,78.72614983
Japala,17.121,78.719
Mile Stone,17.13365466,78.72033478
Narsimhathota,17.24807016,78.38194996
Kothaguda,17.22199632,78.38916242
Chinna Golconda,17.20902995,78.38987053
Shankarapur,17.20733638,78.37739825
Kothaguda,17.222,78.389
Konala Gudem-Kandukur,17.10428358,78.59049986
Darmannaguda-Yacharam,17.086,78.626
Darmannaguda-Yacharam,17.08374555,78.6178422
Kothur Thanda,17.13880651,78.29589129
Company Twd Penjarla,17.12809888,78.30522542
Kodicherla,17.09321636,78.3311433
Penjerla,17.10982715,78.32148895
Mile Stone,17.0774922,78.30714553
Kodicherla,17.09428402,78.33203429
Kothur Thanda,17.13882189,78.29579473
Pedda Mangalaram,17.33719197,78.26080263
Veerannapet-Moinabad,17.37414688,78.23004708
Yelkaguda Village,17.35120545,78.22737627
